"AccountId","Account__c","Action_Subtype__c","Action_Type__c","Activity_Type__c","Subject","Assigned_IJM_Team__c","CreatedDate","Date_Completed__c","Id","Type","WhoId","Account__r.Program__r.Name","ActivityDate","CompletedDateTime"
"001o0000010bCqBAAU","001o0000010bCqBAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99nUAB","","003o00000171d4NAAQ","Athlete - Baseball","",""
"001o0000010bCqBAAU","001o0000010bCqBAAU","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:11.000Z","2023-03-21","00T5c00005XxDwPEAV","","003o00000171d4NAAQ","Athlete - Baseball","2023-03-21",""
"001o0000010bCqGAAU","001o0000010bCqGAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99iUAB","","003o00000171d4SAAQ","Athlete - Baseball","",""
"001o0000010bCqIAAU","001o0000010bCqIAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99gUAB","","003o00000171d4UAAQ","Athlete - Baseball","",""
"001o0000010bCqJAAU","001o0000010bCqJAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99fUAB","","003o00000171d4VAAQ","Athlete - Baseball","",""
"001o0000010bCqJAAU","001o0000010bCqJAAU","Mail/email preferences","General","Task/Other","Opt Out Email Address in Salesforce and Marketing Cloud","NA - D&I","2021-06-21T17:05:41.000Z","2021-06-21","00T5c00004NNP5qEAH","Task/Other","003o00000171d4VAAQ","Athlete - Baseball","2021-06-21","2021-06-21T17:05:41.000Z"
"001o0000010bCqKAAU","001o0000010bCqKAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99eUAB","","003o00000171d4WAAQ","Athlete - Baseball","",""
"001o0000010bCqKAAU","001o0000010bCqKAAU","","","Email - Outbound","Email: Join us for Unstoppable!","US - Major Admin","2020-09-22T13:25:25.000Z","","00T1J0000483Lo7UAE","","003o00000171d4WAAQ","Athlete - Baseball","2020-05-14","2020-09-22T13:25:25.000Z"
"001o0000010bCqKAAU","001o0000010bCqKAAU","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:16.000Z","2023-03-21","00T5c00005XxDyKEAV","","003o00000171d4WAAQ","Athlete - Baseball","2023-03-21",""
"001o0000010bCqLAAU","001o0000010bCqLAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99dUAB","","003o00000171d4XAAQ","Athlete - Baseball","",""
"001o0000010bCqMAAU","001o0000010bCqMAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99cUAB","","003o00000171d4YAAQ","Athlete - Baseball","",""
"001o0000010bCqMAAU","001o0000010bCqMAAU","Mail/email preferences","General","Task/Other","Opt Out Email Address in Salesforce and Marketing Cloud","NA - D&I","2021-06-21T17:05:41.000Z","2021-06-21","00T5c00004NNP5gEAH","Task/Other","003o00000171d4YAAQ","Athlete - Baseball","2021-06-21","2021-06-21T17:05:41.000Z"
"001o0000010bCqNAAU","001o0000010bCqNAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99bUAB","","003o00000171d4ZAAQ","Athlete - Baseball","",""
"001o0000010bCqOAAU","001o0000010bCqOAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99aUAB","","003o00000171d4aAAA","Athlete - Baseball","",""
"001o0000010bCqOAAU","001o0000010bCqOAAU","Mail/email preferences","General","Task/Other","Opt Out Email Address in Salesforce and Marketing Cloud","NA - D&I","2021-06-21T17:05:41.000Z","2021-06-21","00T5c00004NNP5WEAX","Task/Other","003o00000171d4aAAA","Athlete - Baseball","2021-06-21","2021-06-21T17:05:41.000Z"
"001o0000010bCqOAAU","001o0000010bCqOAAU","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:16.000Z","2023-03-21","00T5c00005XxDyJEAV","","003o00000171d4aAAA","Athlete - Baseball","2023-03-21",""
"001o0000010bCqTAAU","001o0000010bCqTAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99YUAR","","003o00000171d48AAA","Athlete - Baseball","",""
"001o0000010bCqTAAU","001o0000010bCqTAAU","","","Email - Outbound","Email: Join us for Unstoppable!","US - Major Admin","2020-09-22T13:26:26.000Z","","00T1J0000483LglUAE","","003o00000171d48AAA","Athlete - Baseball","2020-05-14","2020-09-22T13:26:26.000Z"
"001o0000010bCqUAAU","001o0000010bCqUAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99XUAR","","003o00000171d49AAA","Athlete - Baseball","",""
"001o0000010bCqUAAU","001o0000010bCqUAAU","","","Email - Outbound","Email: Join us for Unstoppable!","US - Major Admin","2020-09-22T12:59:48.000Z","","00T1J0000483LZWUA2","","003o00000171d49AAA","Athlete - Baseball","2020-05-14","2020-09-22T12:59:48.000Z"
"001o0000010bCqUAAU","001o0000010bCqUAAU","Mail/email preferences","General","Task/Other","Opt Out Email Address in Salesforce and Marketing Cloud","NA - D&I","2021-06-21T17:05:41.000Z","2021-06-21","00T5c00004NNP5VEAX","Task/Other","003o00000171d49AAA","Athlete - Baseball","2021-06-21","2021-06-21T17:05:41.000Z"
"001o0000010bCqUAAU","001o0000010bCqUAAU","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:13.000Z","2023-03-21","00T5c00005XxDxgEAF","","003o00000171d49AAA","Athlete - Baseball","2023-03-21",""
"001o0000010bCqVAAU","001o0000010bCqVAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy8XmUAJ","","003o00000171d4AAAQ","Athlete - Baseball","",""
"001o0000010bCqVAAU","001o0000010bCqVAAU","Email address update","General","Task/Other","BriteVerify Results Issues Email Address Removal","NA - D&I","2020-05-18T12:47:50.000Z","2020-05-18","00T1J00003z7B9ZUAU","Task/Other","003o00000171d4AAAQ","Athlete - Baseball","2020-05-18","2020-05-18T12:47:50.000Z"
"001o0000010bCqWAAU","001o0000010bCqWAAU","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy8XlUAJ","","003o00000171d4BAAQ","Athlete - Baseball","",""
"001o0000010bCqWAAU","001o0000010bCqWAAU","","","Email - Outbound","Email: Join us for Unstoppable!","US - Major Admin","2020-09-22T13:19:45.000Z","","00T1J0000483LcWUAU","","003o00000171d4BAAQ","Athlete - Baseball","2020-05-14","2020-09-22T13:19:45.000Z"
"001o0000010bCqWAAU","001o0000010bCqWAAU","Mail/email preferences","General","Task/Other","Opt Out Email Address in Salesforce and Marketing Cloud","NA - D&I","2021-06-21T17:05:41.000Z","2021-06-21","00T5c00004NNP5MEAX","Task/Other","003o00000171d4BAAQ","Athlete - Baseball","2021-06-21","2021-06-21T17:05:41.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:24.000Z","2017-10-19","00T1J00002Dy99lUAB","","003o00000171d4PAAQ","Athlete - Baseball","",""
"001o0000010bqxpAAA","001o0000010bqxpAAA","Personal Communication","General","Email - Outbound","Sent email re: FP lunch in TX (IF 2016 FP)","US - Major Admin","2019-01-28T20:11:21.000Z","2019-01-16","00T1J00003AqfLwUAJ","","003o0000016F7YWAA0","Athlete - Baseball","2019-01-16",""
"001o0000010bqxpAAA","001o0000010bqxpAAA","Personal Communication","General","Email - Outbound","Sent email re: FP lunch in TX (Previous IF:Gath Attendees)","US - Major Admin","2019-02-01T19:12:22.000Z","2019-01-31","00T1J00003ByqObUAJ","","003o0000016F7YWAA0","Athlete - Baseball","2019-01-31",""
"001o0000010bqxpAAA","001o0000010bqxpAAA","Personal Communication","General","Email - Outbound","Sent email re: FP lunch in TX (FPs in 50mi radius from Dallas)","US - Major Admin","2019-02-01T19:12:27.000Z","2019-01-31","00T1J00003ByqWgUAJ","","003o0000016F7YWAA0","Athlete - Baseball","2019-01-31",""
"001o0000010bqxpAAA","001o0000010bqxpAAA","Other","General","Task/Other","TrueAppend Update to Contact Information","NA - D&I","2020-05-22T10:43:16.000Z","2020-05-22","00T1J000040URh5UAG","Task/Other","003o0000016F7YWAA0","Athlete - Baseball","2020-05-22","2020-05-22T10:43:16.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","Other","General","Task/Other","TrueAppend Update to Contact Information","NA - D&I","2020-05-22T10:44:15.000Z","2020-05-22","00T1J000040UWCFUA4","Task/Other","003o00000171d4PAAQ","Athlete - Baseball","2020-05-22","2020-05-22T10:44:14.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","","Email: Thank you for your partnership!","US - Major Admin","2020-09-10T22:55:19.000Z","","00T1J00004815lAUAQ","","003o00000171d4PAAQ","Athlete - Baseball","2020-09-10","2020-09-10T22:55:19.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","","Email: Thank you for joining us yesterday","US - Major Admin","2020-09-18T19:32:00.000Z","","00T1J0000482sgMUAQ","","003o00000171d4PAAQ","Athlete - Baseball","2020-09-18","2020-09-18T19:32:00.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","Advocacy: Event","Task/Other","Advocacy Activity: Blissdom Conference","Institutional Partnerships","2020-10-05T15:43:16.000Z","2019-11-25","00T1J000049eJJ4UAM","","003o0000016F7YWAA0","Athlete - Baseball","2019-11-25","2020-10-05T15:43:16.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","","Email: Join us! IJM's Virtual National Benefit","US - Major Admin","2020-10-12T19:21:57.000Z","","00T1J000049fzXXUAY","","003o00000171d4PAAQ","Athlete - Baseball","2020-10-12","2020-10-12T19:21:57.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","","Email: IJM: Women Influencer's Call on Wednsday","US - Major Admin","2020-10-26T15:50:52.000Z","","00T1J00004B01TBUAZ","","003o0000016F7YWAA0","Athlete - Baseball","2020-10-26","2020-10-26T15:50:52.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:12:23.000Z","2020-12-15","00T1J00004D8PobUAF","Task/Other","003o00000171d4PAAQ","Athlete - Baseball","2020-12-15","2020-12-15T17:12:23.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:12:23.000Z","2020-12-15","00T1J00004D8PohUAF","Task/Other","003o0000016F7YWAA0","Athlete - Baseball","2020-12-15","2020-12-15T17:12:23.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","Direct Mail - Outbound","Send Letter: grateful for their partnership","US - Major Admin","2021-01-08T21:23:30.000Z","","00T1J00004F8UGAUA3","","003o00000171d4PAAQ","Athlete - Baseball","2021-01-08","2021-01-08T21:23:30.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","Direct Mail - Outbound","Send Letter: TY IG Live","US - Major Admin","2021-02-11T21:11:06.000Z","","00T1J00004HUpdaUAD","","003o0000016F7YWAA0","Athlete - Baseball","2021-02-11","2021-02-11T21:11:06.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","Freedom Partner","Direct Mail - Outbound","Anniversary Outreach: 5 Year","NA - PP Mobilization","2021-04-23T13:51:59.000Z","","00T1J00004KtEw6UAF","","003o0000016F7YWAA0","Athlete - Baseball","2021-04-23","2021-04-23T13:51:59.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","Mail/email preferences","General","Task/Other","Opt Out Email Address in Salesforce and Marketing Cloud","NA - D&I","2021-06-21T17:05:41.000Z","2021-06-21","00T5c00004NNP5OEAX","Task/Other","003o00000171d4PAAQ","Athlete - Baseball","2021-06-21","2021-06-21T17:05:41.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","Address update","General","Task/Other","Address Update Due to AI Append","NA - D&I","2021-07-23T09:33:04.000Z","2021-07-23","00T5c00004OUzzGEAT","Task/Other","003o0000016F7YWAA0","Athlete - Baseball","2021-07-23","2021-07-23T09:33:04.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","Email - Outbound","Email: Intro to Team Freedom's newest team member","US - Major Admin","2021-08-10T18:15:42.000Z","","00T5c00004Q9ZlDEAV","","003o0000016F7YWAA0","Athlete - Baseball","2021-08-10","2021-08-10T18:15:42.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","Direct Mail - Outbound","Sent 2020 year in review booklet","US - Major Admin","2021-10-22T19:12:42.000Z","","00T5c00004UCd9REAT","","003o0000016F7YWAA0","Athlete - Baseball","2021-04-13","2021-10-22T19:12:42.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","General","Task/Other","DAF Model Score from October 2022 added to Household","US - Midlevel Admin","2022-12-05T23:58:27.000Z","","00T5c00005ESCKVEA5","","003o0000016F7YWAA0","Athlete - Baseball","2022-10-28","2022-12-05T23:58:27.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","Fundraising Communication","General","Direct Mail - Outbound","November 2022 Campaign Mailer","US - Midlevel Admin","2023-01-24T22:40:10.000Z","2022-11-04","00T5c00005NNk0NEAT","","003o0000016F7YWAA0","Athlete - Baseball","2022-11-04","2023-01-24T22:40:10.000Z"
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:11.000Z","2023-03-21","00T5c00005XxDwHEAV","","003o0000016F7YWAA0","Athlete - Baseball","2023-03-21",""
"001o0000010bqxpAAA","001o0000010bqxpAAA","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:11.000Z","2023-03-21","00T5c00005XxDwIEAV","","003o00000171d4PAAQ","Athlete - Baseball","2023-03-21",""
"001o0000010bqxpAAA","001o0000010bqxpAAA","Donor Portal","General","","Donation Processing: Service Center assistance","Mass","2017-02-03T16:37:14.000Z","2016-02-18","00To000001hXsa5EAC","Email","003o0000016F7YWAA0","Athlete - Baseball","2016-02-18",""
"001o0000010bqxpAAA","001o0000010bqxpAAA","Recurring - Method Change","Giving","","Donation Processing: Recurring Gift- Pay method change","Mass","2017-02-03T16:37:14.000Z","2016-02-25","00To000001hXsa6EAC","Phone Call","003o0000016F7YWAA0","Athlete - Baseball","2016-02-25",""
"001o0000010bqxpAAA","001o0000010bqxpAAA","Thank You Note","Freedom Partner","Direct Mail - Outbound","Freedom Partner: Thank You Note Sent","","2017-02-03T16:37:14.000Z","2016-05-26","00To000001hXsa7EAC","Mailing","003o0000016F7YWAA0","Athlete - Baseball","2016-05-26",""
"001o0000010xYYgAAM","001o0000010xYYgAAM","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:09:40.000Z","2020-12-15","00T1J00004D8OtcUAF","Task/Other","003o0000016FQyvAAG","Athlete - Baseball","2020-12-15","2020-12-15T17:09:40.000Z"
"001o0000010xYYgAAM","001o0000010xYYgAAM","","General","Task/Other","DAF Model Score from October 2022 added to Household","US - Midlevel Admin","2022-12-06T00:01:10.000Z","","00T5c00005EScxVEAT","","003o0000016FQyvAAG","Athlete - Baseball","2022-10-28","2022-12-06T00:01:10.000Z"
"001o0000010xYYgAAM","001o0000010xYYgAAM","Fundraising Communication","General","Direct Mail - Outbound","November 2022 Campaign Mailer","US - Midlevel Admin","2023-01-24T22:40:18.000Z","2022-11-04","00T5c00005NNkWZEA1","","003o0000016FQyvAAG","Athlete - Baseball","2022-11-04","2023-01-24T22:40:18.000Z"
"001o0000010xYYgAAM","001o0000010xYYgAAM","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:13.000Z","2023-03-21","00T5c00005XxDxjEAF","","003o0000016FQyvAAG","Athlete - Baseball","2023-03-21",""
"001o0000010xtOQAAY","001o0000010xtOQAAY","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:23.000Z","2017-10-19","00T1J00002Dy979UAB","","0035c000023tYLOAA2","Athlete - Baseball","",""
"001o0000010xtOQAAY","001o0000010xtOQAAY","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:23.000Z","2017-10-19","00T1J00002Dy97AUAR","","003o0000016EjpBAAS","Athlete - Baseball","",""
"001o0000010xtOQAAY","001o0000010xtOQAAY","Welcome Packet","Freedom Partner","Direct Mail - Outbound","Sent FP welcome packet","NA - D&I","2019-03-15T19:48:02.000Z","2019-03-15","00T1J00003Hkm23UAB","","0035c000023tYLOAA2","Athlete - Baseball","2019-02-28","2019-03-15T19:48:02.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Thank You Note","Freedom Partner","Direct Mail - Outbound","Sent FP Thank You Note","NA - D&I","2019-05-21T14:20:39.000Z","2019-05-21","00T1J00003QUBkNUAX","","0035c000023tYLOAA2","Athlete - Baseball","2019-05-17","2019-05-21T14:20:39.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Email address update","General","Task/Other","BriteVerify Results Issues Email Address Removal","NA - D&I","2020-05-18T12:47:50.000Z","2020-05-18","00T1J00003z7B9oUAE","Task/Other","003o0000016EjpBAAS","Athlete - Baseball","2020-05-18","2020-05-18T12:47:50.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Other","General","Task/Other","TrueAppend Update to Contact Information","NA - D&I","2020-05-22T10:42:42.000Z","2020-05-22","00T1J000040UQJZUA4","Task/Other","003o0000016EjpBAAS","Athlete - Baseball","2020-05-22","2020-05-22T10:42:42.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Other","General","Task/Other","TrueAppend Update to Contact Information","NA - D&I","2020-05-22T11:03:25.000Z","2020-05-22","00T1J000040UoknUAC","Task/Other","0035c000023tYLOAA2","Athlete - Baseball","2020-05-22","2020-05-22T11:03:25.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Preemptive","Retention","Phone Call - Outbound","Preemptive - CC updated","NA - PP Mobilization","2020-05-26T13:37:56.000Z","2020-05-27","00T1J000040VCBnUAO","","0035c000023tYLOAA2","Athlete - Baseball","2020-05-27","2020-05-27T20:00:58.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Expired Card","Retention","Email - Outbound","Email: Your card is expiring! (Unregistered)","NA - PP Mobilization","2020-05-26T16:58:20.000Z","2020-05-26","00T1J000040VFVIUA4","","0035c000023tYLOAA2","Athlete - Baseball","2020-05-26","2020-05-26T16:58:20.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","","","","Email: Hello from IJM's Team Freedom + Update from the DR","US - Major Admin","2020-09-11T17:56:22.000Z","","00T1J0000481DX7UAM","","0035c000023tYLOAA2","Athlete - Baseball","2020-09-11","2020-09-11T17:56:22.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","","","","Email: Please Join us! IJM's Virtual National Benefit","US - Major Admin","2020-10-12T19:37:30.000Z","","00T1J000049fzaoUAA","","0035c000023tYLOAA2","Athlete - Baseball","2020-10-12","2020-10-12T19:37:30.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Gift Catalog","Giving","Direct Mail - Outbound","Mailed Card","NA - D&I","2020-11-13T03:22:02.000Z","","00T1J00004B2nKDUAZ","Direct Mail","003o0000016EjpBAAS","Athlete - Baseball","2020-11-12","2020-11-19T22:03:56.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:12:23.000Z","2020-12-15","00T1J00004D8PonUAF","Task/Other","0035c000023tYLOAA2","Athlete - Baseball","2020-12-15","2020-12-15T17:12:23.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Other","General","Task/Other","Valid BriteVerify Phone Verification","NA - D&I","2020-12-15T17:19:07.000Z","2020-12-15","00T1J00004D8S4cUAF","Task/Other","0035c000023tYLOAA2","Athlete - Baseball","2020-12-15","2020-12-15T17:19:07.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","","","Direct Mail - Outbound","Send Letter: grateful for your partnership","US - Major Admin","2021-01-08T21:07:50.000Z","","00T1J00004F8U82UAF","","003o0000016EjpBAAS","Athlete - Baseball","2021-01-08","2021-01-08T21:07:50.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","","","Email - Outbound","Email: Thank you R2R","US - Major Admin","2021-07-30T19:20:35.000Z","","00T5c00004PHUscEAH","","0035c000023tYLOAA2","Athlete - Baseball","2021-07-30","2021-07-30T19:20:35.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","","","Email - Outbound","Sent 2020 year in review booklet","US - Major Admin","2021-10-22T17:26:02.000Z","","00T5c00004UCc4jEAD","","003o0000016EjpBAAS","Athlete - Baseball","2021-04-13","2021-10-22T17:26:02.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","","General","Task/Other","DAF Model Score from October 2022 added to Household","US - Midlevel Admin","2022-12-05T23:58:08.000Z","","00T5c00005ESA4FEAX","","0035c000023tYLOAA2","Athlete - Baseball","2022-10-28","2022-12-05T23:58:08.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","Fundraising Communication","General","Direct Mail - Outbound","November 2022 Campaign Mailer","US - Midlevel Admin","2023-01-24T22:40:18.000Z","2022-11-04","00T5c00005NNkUEEA1","","003o0000016EjpBAAS","Athlete - Baseball","2022-11-04","2023-01-24T22:40:18.000Z"
"001o0000010xtOQAAY","001o0000010xtOQAAY","","","Email - Outbound","Email: Team Freedom March Update + Invite to Zoom with Attn. Kath","Institutional Partnerships","2023-03-23T20:08:13.000Z","2023-03-21","00T5c00005XxDxBEAV","","0035c000023tYLOAA2","Athlete - Baseball","2023-03-21",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Personal Communication","General","Email - Outbound","April 2017 Mass Email","Institutional Partnerships","2017-06-30T19:26:00.000Z","2017-04-14","00T1J000023ESgfUAG","","003o0000016ElTkAAK","Athlete - Baseball","2017-04-14",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Personal Communication","General","Email - Outbound","April 2017 Mass Email","Institutional Partnerships","2017-06-30T19:25:58.000Z","2017-04-14","00T1J000023EShXUAW","","0035c00002bTHN3AAO","Athlete - Baseball","2017-04-14",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:37.000Z","2017-10-19","00T1J00002Dy9uHUAR","","0035c00002bTHN3AAO","Athlete - Baseball","",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","","","Email - Outbound","2018 Celebration Invite","Mass","2017-10-19T17:24:37.000Z","2017-10-19","00T1J00002Dy9uIUAR","","003o0000016ElTkAAK","Athlete - Baseball","",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Personal Communication","General","Direct Mail - Outbound","Handwritten thank you note for gift","Institutional Partnerships","2017-12-04T20:25:24.000Z","2017-12-04","00T1J00002JsKNkUAN","","","Athlete - Baseball","2017-12-04",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Personal Communication","General","Direct Mail - Outbound","Sent ornament + note","Institutional Partnerships","2017-12-13T16:02:49.000Z","2017-12-13","00T1J00002JuEizUAF","","","Athlete - Baseball","2017-12-13",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","","","Direct Mail - Outbound","Thankful for you Postcard","Institutional Partnerships","2018-04-30T20:07:12.000Z","2017-11-15","00T1J00002Zt3vXUAR","","0035c00002bTHN3AAO","Athlete - Baseball","2017-11-15",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","","","Direct Mail - Outbound","Thankful for you Postcard","Institutional Partnerships","2018-04-30T20:07:12.000Z","2017-11-15","00T1J00002Zt3w6UAB","","003o0000016ElTkAAK","Athlete - Baseball","2017-11-15",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","","","Direct Mail - Outbound","Handwritten Thank You note","","2018-04-30T20:28:14.000Z","2017-12-15","00T1J00002Zt4YKUAZ","","003o0000016ElTkAAK","Athlete - Baseball","2017-12-15",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","","","Email - Outbound","March Update email","Institutional Partnerships","2018-05-08T18:43:04.000Z","2018-03-27","00T1J00002c5Eu6UAE","","003o0000016ElTkAAK","Athlete - Baseball","2018-03-27",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","","","Email - Outbound","March Update email","Institutional Partnerships","2018-05-08T18:43:03.000Z","2018-03-27","00T1J00002c5EuyUAE","","0035c00002bTHN3AAO","Athlete - Baseball","2018-03-27",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Stewardship","Relationship Management","Meeting","Face-to-Face Meeting","Institutional Partnerships","2018-09-10T15:12:23.000Z","2018-09-10","00T1J00002rgm5RUAQ","Meeting","003o0000016ElTkAAK","Athlete - Baseball","2018-08-23",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Personal Communication","General","Email - Outbound","Liberate Email 9.20.18","Institutional Partnerships","2018-11-26T21:49:38.000Z","2018-09-20","00T1J000032Ym29UAC","","003o0000016ElTkAAK","Athlete - Baseball","2018-09-20",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Personal Communication","General","Email - Outbound","July Update Email 2018","Institutional Partnerships","2018-11-26T21:49:38.000Z","2018-07-01","00T1J000032Ym2AUAS","","003o0000016ElTkAAK","Athlete - Baseball","2018-07-01",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Personal Communication","General","Email - Outbound","Liberate Email 9.20.18","Institutional Partnerships","2018-11-26T21:49:46.000Z","2018-09-20","00T1J000032Ym5iUAC","","0035c00002bTHN3AAO","Athlete - Baseball","2018-09-20",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Personal Communication","General","Email - Outbound","July Update Email 2018","Institutional Partnerships","2018-11-26T21:49:46.000Z","2018-07-01","00T1J000032Ym5jUAC","","0035c00002bTHN3AAO","Athlete - Baseball","2018-07-01",""
"001o0000010y39OAAQ","001o0000010y39OAAQ","Stewardship","Relationship Management","Meeting","Face-to-Face Meeting","Institutional Partnerships","2019-02-11T17:36:09.000Z","2019-02-11","00T1J00003DV3ihUAD","Meeting","003o0000016ElTkAAK","Athlete - Baseball","2019-01-22","2019-02-11T17:36:09.000Z"
"001o0000010y39OAAQ","001o0000010y39OAAQ","Stewardship","Relationship Management","Meeting","Face-to-Face Meeting","Institutional Partnerships","2019-02-11T17:39:35.000Z","2019-02-11","00T1J00003DV40XUAT","Meeting","003o0000016ElTkAAK","Athlete - Baseball","2019-01-28","2019-02-11T17:39:35.000Z"
"001o0000010y39OAAQ","001o0000010y39OAAQ","Personal Communication","General","Direct Mail - Outbound","Gary Handwritten TY","","2019-03-28T16:51:15.000Z","2019-02-12","00T1J00003Jvk6sUAB","","003o0000016ElTkAAK","Athlete - Baseball","2019-02-12","2019-03-28T16:51:15.000Z"
